class,degree,degreeDesc,classMajor,classNum,degreeMajor,degreeType,degreeMajorRead,degreeFocus
POLS 0110,POLS-AB,Political Science - AB,POLS,0110,POLS,BA,Political Science,
POLS 0200,POLS-AB,Political Science - AB,POLS,0200,POLS,BA,Political Science,
POLS 0400,POLS-AB,Political Science - AB,POLS,0400,POLS,BA,Political Science,
POLS 0500,POLS-AB,Political Science - AB,POLS,0500,POLS,BA,Political Science,
POLS 1600,POLS-AB,Political Science - AB,POLS,1600,POLS,BA,Political Science,
APMA 0650,POLS-AB,Political Science - AB,APMA,0650,POLS,BA,Political Science,
ANTH 1940,POLS-AB,Political Science - AB,ANTH,1940,POLS,BA,Political Science,
ECON 1620,POLS-AB,Political Science - AB,ECON,1620,POLS,BA,Political Science,
ECON 1630,POLS-AB,Political Science - AB,ECON,1630,POLS,BA,Political Science,
EDUC 1100,POLS-AB,Political Science - AB,EDUC,1100,POLS,BA,Political Science,
EDUC 1110,POLS-AB,Political Science - AB,EDUC,1110,POLS,BA,Political Science,
GEOL 1320,POLS-AB,Political Science - AB,GEOL,1320,POLS,BA,Political Science,
SOC 1100,POLS-AB,Political Science - AB,SOC,1100,POLS,BA,Political Science,
SOC 1120,POLS-AB,Political Science - AB,SOC,1120,POLS,BA,Political Science,
COST 0100,CTMP-AB,Contemplative Studies - AB,COST,0100,CTMP,BA,Contemplative Studies,
CLPS 0040,CTMP-AB,Contemplative Studies - AB,CLPS,0040,CTMP,BA,Contemplative Studies,
CLPS 0200,CTMP-AB,Contemplative Studies - AB,CLPS,0200,CTMP,BA,Contemplative Studies,
CLPS 0500,CTMP-AB,Contemplative Studies - AB,CLPS,0500,CTMP,BA,Contemplative Studies,
NEUR 0010,CTMP-AB,Contemplative Studies - AB,NEUR,0010,CTMP,BA,Contemplative Studies,
UNIV 0090,CTMP-AB,Contemplative Studies - AB,UNIV,0090,CTMP,BA,Contemplative Studies,
UNIV 1000,CTMP-AB,Contemplative Studies - AB,UNIV,1000,CTMP,BA,Contemplative Studies,
ANTH 1240,CTMP-AB,Contemplative Studies - AB,ANTH,1240,CTMP,BA,Contemplative Studies,
CLAS 1120G,CTMP-AB,Contemplative Studies - AB,CLAS,1120G,CTMP,BA,Contemplative Studies,
CLAS 1140,CTMP-AB,Contemplative Studies - AB,CLAS,1140,CTMP,BA,Contemplative Studies,
PHIL 0010,CTMP-AB,Contemplative Studies - AB,PHIL,0010,CTMP,BA,Contemplative Studies,
PHIL 0020,CTMP-AB,Contemplative Studies - AB,PHIL,0020,CTMP,BA,Contemplative Studies,
PHIL 0350,CTMP-AB,Contemplative Studies - AB,PHIL,0350,CTMP,BA,Contemplative Studies,
RELS 0040,CTMP-AB,Contemplative Studies - AB,RELS,0040,CTMP,BA,Contemplative Studies,
RELS 0065,CTMP-AB,Contemplative Studies - AB,RELS,0065,CTMP,BA,Contemplative Studies,
RELS 0120,CTMP-AB,Contemplative Studies - AB,RELS,0120,CTMP,BA,Contemplative Studies,
RELS 0130,CTMP-AB,Contemplative Studies - AB,RELS,0130,CTMP,BA,Contemplative Studies,
COST 0100,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),COST,0100,CTMP,BA,Contemplative Studies,Humanities
CLPS 0040,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLPS,0040,CTMP,BA,Contemplative Studies,Humanities
CLPS 0200,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLPS,0200,CTMP,BA,Contemplative Studies,Humanities
CLPS 0500,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLPS,0500,CTMP,BA,Contemplative Studies,Humanities
NEUR 0010,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),NEUR,0010,CTMP,BA,Contemplative Studies,Humanities
UNIV 0090,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),UNIV,0090,CTMP,BA,Contemplative Studies,Humanities
UNIV 1000,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),UNIV,1000,CTMP,BA,Contemplative Studies,Humanities
ANTH 1240,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),ANTH,1240,CTMP,BA,Contemplative Studies,Humanities
CLAS 1120G,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLAS,1120G,CTMP,BA,Contemplative Studies,Humanities
CLAS 1140,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLAS,1140,CTMP,BA,Contemplative Studies,Humanities
PHIL 0010,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,0010,CTMP,BA,Contemplative Studies,Humanities
PHIL 0020,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,0020,CTMP,BA,Contemplative Studies,Humanities
PHIL 0350,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,0350,CTMP,BA,Contemplative Studies,Humanities
RELS 0040,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0040,CTMP,BA,Contemplative Studies,Humanities
RELS 0065,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0065,CTMP,BA,Contemplative Studies,Humanities
RELS 0120,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0120,CTMP,BA,Contemplative Studies,Humanities
RELS 0130,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0130,CTMP,BA,Contemplative Studies,Humanities
CLAS 0850,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLAS,0850,CTMP,BA,Contemplative Studies,Humanities
CLAS 0855,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),CLAS,0855,CTMP,BA,Contemplative Studies,Humanities
EAST 1420,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),EAST,1420,CTMP,BA,Contemplative Studies,Humanities
EAST 1880D,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),EAST,1880D,CTMP,BA,Contemplative Studies,Humanities
RELS 0056,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0056,CTMP,BA,Contemplative Studies,Humanities
RELS 0530,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0530,CTMP,BA,Contemplative Studies,Humanities
RELS 0911,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,0911,CTMP,BA,Contemplative Studies,Humanities
RELS 1370B,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,1370B,CTMP,BA,Contemplative Studies,Humanities
RELS 1441,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),RELS,1441,CTMP,BA,Contemplative Studies,Humanities
PHIL 0990L,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,0990L,CTMP,BA,Contemplative Studies,Humanities
PHIL 1520,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1520,CTMP,BA,Contemplative Studies,Humanities
PHIL 1590,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1590,CTMP,BA,Contemplative Studies,Humanities
PHIL 1650,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1650,CTMP,BA,Contemplative Studies,Humanities
PHIL 1660,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1660,CTMP,BA,Contemplative Studies,Humanities
PHIL 1750,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1750,CTMP,BA,Contemplative Studies,Humanities
PHIL 1720,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1720,CTMP,BA,Contemplative Studies,Humanities
PHIL 1770,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),PHIL,1770,CTMP,BA,Contemplative Studies,Humanities
UNIV 1520,CTMP-AB-HUMN,Contemplative Studies - AB (Humanities),UNIV,1520,CTMP,BA,Contemplative Studies,Humanities
COST 0100,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),COST,0100,CTMP,BA,Contemplative Studies,Sciences
CLPS 0040,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,0040,CTMP,BA,Contemplative Studies,Sciences
CLPS 0200,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,0200,CTMP,BA,Contemplative Studies,Sciences
CLPS 0500,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,0500,CTMP,BA,Contemplative Studies,Sciences
NEUR 0010,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),NEUR,0010,CTMP,BA,Contemplative Studies,Sciences
UNIV 0090,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),UNIV,0090,CTMP,BA,Contemplative Studies,Sciences
UNIV 1000,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),UNIV,1000,CTMP,BA,Contemplative Studies,Sciences
ANTH 1240,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),ANTH,1240,CTMP,BA,Contemplative Studies,Sciences
CLAS 1120G,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLAS,1120G,CTMP,BA,Contemplative Studies,Sciences
CLAS 1140,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLAS,1140,CTMP,BA,Contemplative Studies,Sciences
PHIL 0010,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),PHIL,0010,CTMP,BA,Contemplative Studies,Sciences
PHIL 0020,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),PHIL,0020,CTMP,BA,Contemplative Studies,Sciences
PHIL 0350,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),PHIL,0350,CTMP,BA,Contemplative Studies,Sciences
RELS 0040,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),RELS,0040,CTMP,BA,Contemplative Studies,Sciences
RELS 0065,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),RELS,0065,CTMP,BA,Contemplative Studies,Sciences
RELS 0120,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),RELS,0120,CTMP,BA,Contemplative Studies,Sciences
RELS 0130,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),RELS,0130,CTMP,BA,Contemplative Studies,Sciences
APMA 0410,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),APMA,0410,CTMP,BA,Contemplative Studies,Sciences
CLPS 0400,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,0400,CTMP,BA,Contemplative Studies,Sciences
CLPS 1291,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,1291,CTMP,BA,Contemplative Studies,Sciences
CLPS 1400,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,1400,CTMP,BA,Contemplative Studies,Sciences
CLPS 1492,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,1492,CTMP,BA,Contemplative Studies,Sciences
NEUR 1020,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),NEUR,1020,CTMP,BA,Contemplative Studies,Sciences
NEUR 1030,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),NEUR,1030,CTMP,BA,Contemplative Studies,Sciences
APMA 1650,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),APMA,1650,CTMP,BA,Contemplative Studies,Sciences
CLPS 0900,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,0900,CTMP,BA,Contemplative Studies,Sciences
CLPS 2906,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),CLPS,2906,CTMP,BA,Contemplative Studies,Sciences
BIOL 1950,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),BIOL,1950,CTMP,BA,Contemplative Studies,Sciences
BIOL 1960,CTMP-AB-SCI,Contemplative Studies - AB (Sciences),BIOL,1960,CTMP,BA,Contemplative Studies,Sciences
ECON 0110,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,0110,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1110,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1110,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
SOC 1311,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",SOC,1311,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
SOC 1315,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",SOC,1315,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ENGN 0020,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ENGN,0020,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ENGN 0030,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ENGN,0030,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ENGN 1010,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ENGN,1010,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
MATH 0090,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",MATH,0090,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1620,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1620,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 0710,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,0710,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1210,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1210,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1710,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1710,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1720,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1720,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1301,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1301,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1305,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1305,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1310,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1310,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1355,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1355,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1360,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1360,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1375,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1375,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1400,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1400,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1420,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1420,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1480,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1480,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1510,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1510,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1520,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1520,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1530,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1530,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1629,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1629,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1640,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1640,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1650,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1650,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1660,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1660,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1750,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1750,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1759,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1759,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 1765,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",ECON,1765,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
BEO 1930C,BEO-AB-BUSE,"Business, Entrepreneurship and Organizations - AB (Business Economics)",BEO,1930C,BEO,BA,"Business, Entrepreneurship and Organizations",Business Economics
ECON 0110,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",ECON,0110,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
ECON 1110,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",ECON,1110,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
SOC 1311,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",SOC,1311,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
SOC 1315,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",SOC,1315,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
ENGN 0030,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",ENGN,0030,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
ENGN 1010,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",ENGN,1010,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
MATH 0200,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",MATH,0200,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
APMA 0330,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",APMA,0330,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
SOC 1100,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",SOC,1100,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
APMA 0650,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",APMA,0650,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
ECON 1620,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",ECON,1620,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
BEO 1930B,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",BEO,1930B,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
BEO 1940B,BEO-AB-ETCM,"Business, Entrepreneurship and Organizations - AB (Entrepreneurship & Tech Mgmt)",BEO,1940B,BEO,BA,"Business, Entrepreneurship and Organizations",Entrepreneurship & Tech Mgmt
ECON 0110,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,0110,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ECON 1110,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,1110,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1311,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1311,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1315,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1315,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ENGN 0020,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ENGN,0020,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ENGN 0030,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ENGN,0030,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ENGN 1010,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ENGN,1010,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
MATH 0090,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",MATH,0090,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1100,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1100,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
APMA 0650,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",APMA,0650,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ECON 1620,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,1620,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1020,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1020,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1050,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1050,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ANTH 1940,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ANTH,1940,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ECON 1390,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,1390,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ECON 1630,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,1630,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1100,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1100,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1160,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1160,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PHP 1320,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PHP,1320,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1200,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1200,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2035,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2035,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2040,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2040,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2050,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2050,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1117,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1117,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1118,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1118,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1120,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1120,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1260,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1260,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1340,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1340,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871W,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871W,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2020,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2020,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2210,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2210,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2220,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2220,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2240,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2240,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2610,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2610,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
CLPS 1730,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",CLPS,1730,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ECON 1790,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,1790,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1700V,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1700V,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1700Y,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1700Y,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2020,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2020,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2350,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2350,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2550,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2550,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2700,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2700,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1060,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1060,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
