class,degree,degreeDesc,classMajor,classNum,degreeMajor,degreeType,degreeMajorRead,degreeFocus
SOC 1080,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1080,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1121,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1121,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1352,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1352,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1540,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1540,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1870A,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1870A,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871L,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871L,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871M,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871M,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871O,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871O,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871T,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871T,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1872A,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1872A,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1872B,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1872B,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2060,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2060,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2960F,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2960F,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 2960M,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,2960M,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
AMST 1610A,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",AMST,1610A,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ECON 1760,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ECON,1760,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1020,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1020,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1040,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1040,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1060,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1060,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1150,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1150,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1200,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1200,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1650,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1650,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
EDUC 1730,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",EDUC,1730,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ENGN 1930S,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ENGN,1930S,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
ETHN 1890C,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",ETHN,1890C,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PHP 2400,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PHP,2400,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1700R,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1700R,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1701J,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1701J,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1701K,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1701K,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1701O,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1701O,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1701Q,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1701Q,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1800,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1800,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 1910,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,1910,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2150,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2150,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
PLCY 2655,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",PLCY,2655,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
POLS 1150,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",POLS,1150,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
POLS 1240,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",POLS,1240,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
POLS 1820W,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",POLS,1820W,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1114,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1114,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1115,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1115,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1410,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1410,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1550,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1550,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1870L,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1870L,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871C,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871C,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
SOC 1871R,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",SOC,1871R,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
BEO 1930A,BEO-AB-ORGS,"Business, Entrepreneurship and Organizations - AB (Organizational Studies)",BEO,1930A,BEO,BA,"Business, Entrepreneurship and Organizations",Organizational Studies
MUSC 0550,MUSC-AB,Music - AB,MUSC,0550,MUSC,BA,Music,
MUSC 0560,MUSC-AB,Music - AB,MUSC,0560,MUSC,BA,Music,
MUSC 0550,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,0550,MUSC,BA,Music,Computer Music and Multimedia
MUSC 0560,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,0560,MUSC,BA,Music,Computer Music and Multimedia
MUSC 0200,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,0200,MUSC,BA,Music,Computer Music and Multimedia
MUSC 1200,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,1200,MUSC,BA,Music,Computer Music and Multimedia
MUSC 1210,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,1210,MUSC,BA,Music,Computer Music and Multimedia
MUSC 1220,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,1220,MUSC,BA,Music,Computer Music and Multimedia
MUSC 1290,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,1290,MUSC,BA,Music,Computer Music and Multimedia
MUSC 2200,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,2200,MUSC,BA,Music,Computer Music and Multimedia
MUSC 1020,MUSC-AB-CMMC,Music - AB (Computer Music and Multimedia),MUSC,1020,MUSC,BA,Music,Computer Music and Multimedia
MUSC 0550,MUSC-AB-EMMC,Music - AB (Electronic Music & Multimedia),MUSC,0550,MUSC,BA,Music,Electronic Music & Multimedia
MUSC 0560,MUSC-AB-EMMC,Music - AB (Electronic Music & Multimedia),MUSC,0560,MUSC,BA,Music,Electronic Music & Multimedia
MUSC 0550,MUSC-AB-ETMS,Music - AB (Ethnomusicology),MUSC,0550,MUSC,BA,Music,Ethnomusicology
MUSC 0560,MUSC-AB-ETMS,Music - AB (Ethnomusicology),MUSC,0560,MUSC,BA,Music,Ethnomusicology
ANTH 0100,MUSC-AB-ETMS,Music - AB (Ethnomusicology),ANTH,0100,MUSC,BA,Music,Ethnomusicology
MUSC 1900,MUSC-AB-ETMS,Music - AB (Ethnomusicology),MUSC,1900,MUSC,BA,Music,Ethnomusicology
MUSC 0910,MUSC-AB-ETMS,Music - AB (Ethnomusicology),MUSC,0910,MUSC,BA,Music,Ethnomusicology
MUSC 0920,MUSC-AB-ETMS,Music - AB (Ethnomusicology),MUSC,0920,MUSC,BA,Music,Ethnomusicology
MUSC 0930,MUSC-AB-ETMS,Music - AB (Ethnomusicology),MUSC,0930,MUSC,BA,Music,Ethnomusicology
MUSC 0550,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,0550,MUSC,BA,Music,History/Theory/Composition
MUSC 0560,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,0560,MUSC,BA,Music,History/Theory/Composition
MUSC 0910,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,0910,MUSC,BA,Music,History/Theory/Composition
MUSC 0920,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,0920,MUSC,BA,Music,History/Theory/Composition
MUSC 0930,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,0930,MUSC,BA,Music,History/Theory/Composition
MUSC 1020,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1020,MUSC,BA,Music,History/Theory/Composition
MUSC 1030,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1030,MUSC,BA,Music,History/Theory/Composition
MUSC 1040,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1040,MUSC,BA,Music,History/Theory/Composition
MUSC 1050,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1050,MUSC,BA,Music,History/Theory/Composition
MUSC 1010,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1010,MUSC,BA,Music,History/Theory/Composition
MUSC 1011,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1011,MUSC,BA,Music,History/Theory/Composition
MUSC 1900,MUSC-AB-HTCP,Music - AB (History/Theory/Composition),MUSC,1900,MUSC,BA,Music,History/Theory/Composition
TAPS 1230,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1230,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1240,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1240,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1250,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1250,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1270,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1270,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1280N,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1280N,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1281O,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1281O,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1330,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1330,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1380,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1380,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1390,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1390,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1430,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1430,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1610,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1610,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1630,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1630,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1650,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1650,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1670,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1670,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1690,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1690,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 2120,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,2120,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
AFRI 0990,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),AFRI,0990,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
AFRI 1110,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),AFRI,1110,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
AFRI 1070,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),AFRI,1070,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
AFRI 1120,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),AFRI,1120,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
ANTH 1212,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),ANTH,1212,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
CLAS 1930C,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),CLAS,1930C,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
MCM 1502J,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),MCM,1502J,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
MCM 1503W,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),MCM,1503W,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
MUSC 0040,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),MUSC,0040,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
RELS 0910,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),RELS,0910,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
RELS 1610,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),RELS,1610,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 1520,TAPS-AB-PERF,Theatre Arts & Performance Studies - AB (Performance Studies),TAPS,1520,TAPS,BA,Theatre Arts & Performance Studies,Performance Studies
TAPS 0230,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,0230,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 0250,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,0250,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1230,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1230,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1240,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1240,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1250,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1250,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 0220,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,0220,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1270,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1270,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1280N,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1280N,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1281O,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1281O,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1330,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1330,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1380,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1380,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1390,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1390,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1430,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1430,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1610,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1610,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1630,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1630,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1650,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1650,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1670,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1670,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
TAPS 1690,TAPS-AB-THTA,Theatre Arts & Performance Studies - AB (Theatre Arts),TAPS,1690,TAPS,BA,Theatre Arts & Performance Studies,Theatre Arts
